number_game;date;l_1;l_2;r_1;r_2;all_tickets;combination;totat_winnings_rub;super_prize_rub
235498;2023-09-20T11:27;1;21;14;13;1655;1897;11700;268050
235499;2023-09-20T11:42;7;26;18;9;1404;1707;11760;275320
235500;2023-09-20T11:57;17;11;11;3;531;629;7360;280630
235501;2023-09-20T12:12;3;12;6;11;1625;2100;15300;279560
235502;2023-09-20T12:27;5;16;10;25;1499;2415;16220;285260
235503;2023-09-20T12:42;26;11;21;7;1669;2170;15120;293190
235504;2023-09-20T12:57;16;11;22;4;1605;1955;14880;299770
235505;2023-09-20T13:12;15;9;1;17;1461;2050;15040;304440
235506;2023-09-20T13:27;1;4;16;17;1587;1951;11120;309900
235507;2023-09-20T13:42;26;11;22;10;1648;2463;27060;318290
235508;2023-09-20T13:57;26;11;20;2;1705;2419;15140;315860
235509;2023-09-20T14:12;8;24;15;7;2212;2706;16760;324910
235510;2023-09-20T14:27;10;20;22;21;1474;2385;15800;335210
235511;2023-09-20T14:42;22;12;15;19;1779;2432;22880;343260
235512;2023-09-20T14:57;21;26;26;22;1700;2178;14080;344700
235513;2023-09-20T15:12;18;15;4;1;1796;2581;14040;352400
235514;2023-09-20T15:27;6;3;16;17;1721;2614;15460;364170
235515;2023-09-20T15:42;4;3;2;3;1821;2436;15700;374850
235516;2023-09-20T15:57;3;2;20;5;1735;2769;26240;383510
235517;2023-09-20T16:12;10;13;25;7;2057;2788;19600;384960
235518;2023-09-20T16:27;9;24;21;10;1814;2778;15240;393240
235519;2023-09-20T16:42;16;6;5;26;1875;2551;15500;405780
235520;2023-09-20T16:57;14;1;13;22;1845;2684;15700;415790
235521;2023-09-20T17:12;17;10;18;14;1862;2742;31080;426930
235522;2023-09-20T17:27;8;9;19;23;1794;2522;17300;423270
235523;2023-09-20T17:42;10;3;24;22;1727;2374;22020;431190
235524;2023-09-20T17:57;9;5;20;7;1784;2822;23700;432910
235525;2023-09-20T18:12;1;18;26;21;1721;2834;22300;437430
235526;2023-09-20T18:27;14;26;18;20;2240;2754;15780;443470
235527;2023-09-20T18:42;14;9;8;10;2087;2729;19880;455230
235528;2023-09-20T18:57;17;2;16;8;1966;2583;18780;462640
235529;2023-09-20T19:12;23;18;19;16;2112;2957;24840;469690
235530;2023-09-20T19:27;21;12;5;11;2056;2713;20000;474420
235531;2023-09-20T19:42;6;13;15;11;2187;2972;20680;481550
235532;2023-09-20T19:57;4;13;13;20;2146;3215;22920;490590
235533;2023-09-20T20:12;6;2;16;14;2047;3803;36780;499820
235534;2023-09-20T20:27;11;17;10;17;2353;3565;27840;501070
235535;2023-09-20T20:42;21;8;13;4;3483;4516;554040;521560
235536;2023-09-20T20:57;6;13;25;1;1284;1850;9640;100000
235537;2023-09-20T21:12;9;14;24;18;1071;1524;8580;100000
235538;2023-09-20T21:27;11;6;22;12;944;1313;9580;100000
235539;2023-09-20T21:42;8;26;9;20;814;1089;7020;100000
235540;2023-09-20T21:57;20;10;6;3;927;1078;7920;100000
235541;2023-09-20T22:12;20;4;12;21;753;828;7040;100000
235542;2023-09-20T22:27;10;18;18;21;778;1015;7040;100000
235543;2023-09-20T22:42;9;24;8;5;711;986;6980;100000
235544;2023-09-20T22:57;21;17;22;16;797;1201;7880;100000
235545;2023-09-20T23:12;16;13;15;22;624;746;4940;100000
235546;2023-09-20T23:27;14;26;8;25;568;781;4460;100000
235547;2023-09-20T23:42;3;20;17;18;512;929;6720;100000
235548;2023-09-20T23:57;5;1;23;25;491;552;3120;100000
235549;2023-09-21T00:12;2;3;21;12;390;452;3400;100000
235550;2023-09-21T00:27;9;24;8;12;402;661;4480;100000
235551;2023-09-21T00:42;17;2;12;16;295;384;2260;100000
235552;2023-09-21T00:57;20;8;8;6;312;393;3560;100000
235553;2023-09-21T01:12;1;22;15;1;304;411;2240;100000
235554;2023-09-21T01:27;4;19;25;2;273;356;4040;100000
235555;2023-09-21T01:42;9;15;7;17;246;293;1680;100000
235556;2023-09-21T01:57;25;22;5;6;237;271;2440;100000
235557;2023-09-21T02:12;9;19;25;12;236;262;1520;100000
235558;2023-09-21T02:27;9;15;22;21;233;252;1280;100000
235559;2023-09-21T02:42;26;4;26;17;249;284;1680;100000
235560;2023-09-21T02:57;2;13;8;13;213;231;1700;100000
235561;2023-09-21T03:12;7;3;7;23;213;239;1380;100000
235562;2023-09-21T03:27;23;3;13;12;203;230;2840;100000
235563;2023-09-21T03:42;19;26;25;23;227;256;1040;100000
235564;2023-09-21T03:57;5;17;4;10;181;259;1860;100000
235565;2023-09-21T04:12;5;4;18;7;204;234;1680;100000
235566;2023-09-21T04:27;22;12;20;2;182;226;1380;100000
235567;2023-09-21T04:42;1;11;8;6;231;262;1840;100000
235568;2023-09-21T04:57;6;26;23;22;253;274;1300;100000
235569;2023-09-21T05:12;17;8;11;14;240;281;1720;100000
235570;2023-09-21T05:27;24;13;23;19;270;322;2160;100000
235571;2023-09-21T05:42;6;3;17;25;288;424;2240;100000
235572;2023-09-21T05:57;26;6;20;24;296;477;3400;100000
235573;2023-09-21T06:12;21;14;6;25;322;372;2140;100000
235574;2023-09-21T06:27;19;12;8;9;381;460;2620;100000
235575;2023-09-21T06:42;11;12;12;26;389;442;4460;100000
235576;2023-09-21T06:57;26;24;26;18;452;679;3920;100000
235577;2023-09-21T07:12;12;6;18;9;430;578;3960;100000
235578;2023-09-21T07:27;24;19;13;14;459;520;3980;100000
235579;2023-09-21T07:42;24;7;26;8;474;593;3640;100000
235580;2023-09-21T07:57;15;10;5;16;428;512;3400;100000
235581;2023-09-21T08:12;18;26;13;6;531;653;4360;100000
235582;2023-09-21T08:27;10;2;23;11;586;720;6380;100000
235583;2023-09-21T08:42;23;10;2;9;511;542;3340;100000
235584;2023-09-21T08:57;19;18;1;26;568;633;3320;100000
235585;2023-09-21T09:12;15;1;10;16;541;679;3760;100000
235586;2023-09-21T09:27;10;23;3;7;613;713;5560;100000
235587;2023-09-21T09:42;23;19;11;16;640;809;5840;100000
235588;2023-09-21T09:57;13;20;9;4;759;910;9260;100590
235589;2023-09-21T10:12;22;3;2;23;796;1046;6820;100430
235590;2023-09-21T10:27;16;23;9;2;739;966;6440;104070
235591;2023-09-21T10:42;8;13;14;17;757;990;5920;107290
235592;2023-09-21T10:57;14;10;8;9;906;1140;7000;111270
235593;2023-09-21T11:12;5;17;10;6;906;1085;9000;115670
235594;2023-09-21T11:27;16;9;5;9;1021;1256;9640;117520
235595;2023-09-21T11:42;16;24;8;9;1068;1415;8660;120440
235596;2023-09-21T11:57;15;23;22;3;1094;1245;8680;125930
235597;2023-09-21T12:12;19;18;5;15;1067;1240;11520;129700
235598;2023-09-21T12:27;12;25;8;19;1089;1342;8160;130580
235599;2023-09-21T12:42;12;1;20;21;1023;1288;6920;135840
235600;2023-09-21T12:57;3;6;6;25;1082;1462;9920;141800
235601;2023-09-21T13:12;2;10;20;26;1216;1517;10440;146500
235602;2023-09-21T13:27;9;17;6;20;932;1105;7760;151230
235603;2023-09-21T13:42;3;17;20;11;1060;1394;9400;154520
235604;2023-09-21T13:57;2;19;18;1;972;1244;8920;159060
235605;2023-09-21T14:12;5;9;24;18;1116;1521;8800;162580
235606;2023-09-21T14:27;24;17;2;14;1134;1526;9580;168990
235607;2023-09-21T14:42;22;15;6;17;1027;1677;9640;174670
235608;2023-09-21T14:57;25;7;15;22;1146;1697;10300;181800
235609;2023-09-21T15:12;19;1;23;8;1062;1503;8980;188470
235610;2023-09-21T15:27;19;25;25;13;1063;1590;8160;194520
235611;2023-09-21T15:42;23;2;16;10;1292;1679;10700;202260
235612;2023-09-21T15:57;25;12;14;8;1425;1721;13080;208350
235613;2023-09-21T16:12;3;12;21;12;1371;1685;13280;212480
235614;2023-09-21T16:27;8;24;11;21;1503;1859;12320;216050
235615;2023-09-21T16:42;8;14;26;2;1449;1913;16220;222320
235616;2023-09-21T16:57;3;26;17;8;1271;1837;11300;225230
235617;2023-09-21T17:12;18;1;6;13;1264;1636;10440;232300
235618;2023-09-21T17:27;12;15;21;9;1578;2101;13240;238220
235619;2023-09-21T17:42;3;18;7;19;1439;1798;17060;245990
235620;2023-09-21T17:57;19;11;21;15;1439;2376;25900;246910
235621;2023-09-21T18:12;10;12;13;20;1255;1710;14740;244770
235622;2023-09-21T18:27;15;9;22;18;1480;1971;15300;247130
235623;2023-09-21T18:42;16;6;12;17;1309;1531;11740;251540
235624;2023-09-21T18:57;12;1;3;17;1432;2300;15320;255110
235625;2023-09-21T19:12;3;19;14;18;1348;1754;13580;262790
235626;2023-09-21T19:27;13;14;19;7;1415;2099;16520;266750
235627;2023-09-21T19:42;24;5;2;21;1609;2064;12180;271220
235628;2023-09-21T19:57;1;22;9;4;1465;1844;298120;285360
235629;2023-09-21T20:12;13;3;10;15;872;1017;7160;100000
235630;2023-09-21T20:27;26;16;6;9;813;949;5660;100000
235631;2023-09-21T20:42;23;13;1;6;790;926;5380;100000
235632;2023-09-21T20:57;24;22;18;9;751;1076;6640;100000
235633;2023-09-21T21:12;17;25;12;3;751;888;6360;100000
235634;2023-09-21T21:27;16;11;13;16;757;878;7500;100000
235635;2023-09-21T21:42;4;24;17;11;642;734;5540;100000
235636;2023-09-21T21:57;16;9;17;2;777;888;6500;100000
235637;2023-09-21T22:12;13;6;13;25;753;879;5040;100000
235638;2023-09-21T22:27;10;25;17;21;762;863;5080;100000
235639;2023-09-21T22:42;16;19;26;8;710;863;4940;100000
235640;2023-09-21T22:57;17;16;20;25;763;1377;7820;100000
235641;2023-09-21T23:12;20;15;17;5;581;692;4360;100000
235642;2023-09-21T23:27;6;16;18;17;610;723;5320;100000
235643;2023-09-21T23:42;25;21;4;1;516;611;3380;100000
235644;2023-09-21T23:57;21;20;7;23;450;528;4920;100000
235645;2023-09-22T00:12;1;23;10;24;462;587;3900;100000
235646;2023-09-22T00:27;5;9;3;18;364;405;2440;100000
235647;2023-09-22T00:42;13;17;17;8;401;557;3660;100000
235648;2023-09-22T00:57;6;19;18;22;379;586;3740;100000
235649;2023-09-22T01:12;21;12;6;18;354;520;3120;100000
235650;2023-09-22T01:27;17;12;10;8;452;495;3240;100000
235651;2023-09-22T01:42;11;10;20;17;290;303;2020;100000
235652;2023-09-22T01:57;15;2;19;26;273;285;1860;100000
235653;2023-09-22T02:12;3;14;24;1;218;278;4160;100000
235654;2023-09-22T02:27;12;15;5;25;267;322;1800;100000
235655;2023-09-22T02:42;8;2;1;26;217;258;1440;100000
235656;2023-09-22T02:57;1;13;16;9;225;257;2420;100000
235657;2023-09-22T03:12;11;17;7;10;245;262;1060;100000
235658;2023-09-22T03:27;8;3;22;4;230;445;3760;100000
235659;2023-09-22T03:42;25;1;13;17;210;223;1560;100000
235660;2023-09-22T03:57;25;15;12;10;224;246;1180;100000
235661;2023-09-22T04:12;25;10;2;19;290;338;1460;100000
235662;2023-09-22T04:27;2;5;13;6;242;273;2860;100000
235663;2023-09-22T04:42;13;21;12;10;273;301;1580;100000
235664;2023-09-22T04:57;11;5;10;4;298;369;1880;100000
235665;2023-09-22T05:12;25;26;22;16;273;382;3180;100000
235666;2023-09-22T05:27;4;22;15;18;416;473;3840;100000
235667;2023-09-22T05:42;9;7;13;7;465;646;5100;100000
235668;2023-09-22T05:57;3;18;14;5;326;424;3000;100000
235669;2023-09-22T06:12;13;4;21;16;431;700;3540;100000
235670;2023-09-22T06:27;17;15;3;8;445;466;3140;100000
235671;2023-09-22T06:42;5;6;14;19;495;622;3920;100000
235672;2023-09-22T06:57;22;24;17;13;550;621;4160;100000
235673;2023-09-22T07:12;20;1;10;23;564;751;3600;100000
235674;2023-09-22T07:27;17;5;20;15;527;604;5480;100000
235675;2023-09-22T07:42;20;26;2;16;483;587;4060;100000
235676;2023-09-22T07:57;2;11;13;12;685;809;4900;100000
235677;2023-09-22T08:12;7;13;22;2;534;626;4080;100000
235678;2023-09-22T08:27;10;15;22;5;634;711;5120;100000
235679;2023-09-22T08:42;9;8;20;9;588;739;6120;100000
235680;2023-09-22T08:57;23;2;13;5;616;815;7840;100000
235681;2023-09-22T09:12;11;5;16;23;649;869;7360;100000
235682;2023-09-22T09:27;16;20;25;15;737;883;6340;101290
235683;2023-09-22T09:42;3;11;8;5;763;1073;9120;103780
235684;2023-09-22T09:57;20;14;10;2;850;2729;12020;105390
235685;2023-09-22T10:12;21;5;7;22;1014;2481;33680;120660
235686;2023-09-22T10:27;25;3;20;22;997;4066;32080;111790
235687;2023-09-22T10:42;12;15;9;14;1035;3977;19280;120370
235688;2023-09-22T10:57;19;26;21;12;1241;3050;9120;140860
235689;2023-09-22T11:12;11;3;23;2;1255;4424;26880;162240
235690;2023-09-22T11:27;7;24;11;1;1325;3076;22780;179600
235691;2023-09-22T11:42;26;20;17;1;1322;1895;10100;187580
235692;2023-09-22T11:57;4;2;25;12;1272;1781;9680;196430
235693;2023-09-22T12:12;14;12;7;21;1390;1943;16360;204560
235694;2023-09-22T12:27;7;16;19;23;1439;2665;13880;207630
235695;2023-09-22T12:42;23;12;18;22;1278;1624;10340;220400
235696;2023-09-22T12:57;3;26;23;21;1356;2127;16280;226300
235697;2023-09-22T13:12;9;7;5;21;1436;1922;12240;231290
235698;2023-09-22T13:27;25;21;9;6;1527;1900;11940;238270
235699;2023-09-22T13:42;5;2;5;3;1394;3591;281240;262020
235700;2023-09-22T13:57;17;14;7;4;1010;1547;11300;100000
235701;2023-09-22T14:12;20;17;16;4;882;1044;6420;100000
235702;2023-09-22T14:27;1;10;6;3;842;1522;8000;100000
235703;2023-09-22T14:42;20;8;8;26;831;1035;6220;100000
235704;2023-09-22T14:57;16;20;13;18;859;1070;6420;100000
235705;2023-09-22T15:12;6;2;25;21;775;894;4600;100000
235706;2023-09-22T15:27;16;12;25;18;790;868;4080;100000
235707;2023-09-22T15:42;13;23;26;8;708;1002;9040;100000
235708;2023-09-22T15:57;8;22;20;3;734;929;5100;100000
235709;2023-09-22T16:12;9;23;12;14;743;1036;7000;100000
235710;2023-09-22T16:27;24;12;14;9;783;1600;7640;100000
235711;2023-09-22T16:42;9;21;5;6;739;1043;7600;100000
235712;2023-09-22T16:57;12;5;11;5;812;1012;6280;100000
235713;2023-09-22T17:12;2;11;8;5;735;980;7460;100000
235714;2023-09-22T17:27;8;1;18;3;974;1211;7800;100000
235715;2023-09-22T17:42;15;8;8;10;795;1468;16200;100000
235716;2023-09-22T17:57;6;7;11;20;677;807;6260;100000
235717;2023-09-22T18:12;10;8;22;11;733;947;6700;100000
235718;2023-09-22T18:27;8;23;18;6;771;1070;8920;100000
235719;2023-09-22T18:42;2;18;13;22;695;848;5880;100000
235720;2023-09-22T18:57;8;23;1;26;695;921;7460;100000
235721;2023-09-22T19:12;16;1;21;4;622;762;6460;100000
235722;2023-09-22T19:27;26;20;15;11;798;1300;7040;100000
235723;2023-09-22T19:42;1;4;18;3;784;968;6060;100000
235724;2023-09-22T19:57;6;17;8;22;900;1035;7180;100000
235725;2023-09-22T20:12;24;3;19;5;826;1035;8800;100000
235726;2023-09-22T20:27;3;18;24;13;789;889;6320;100000
235727;2023-09-22T20:42;19;23;5;14;726;963;5440;100000
235728;2023-09-22T20:57;10;19;15;6;717;855;5720;100000
235729;2023-09-22T21:12;5;21;25;12;691;747;6220;100000
235730;2023-09-22T21:27;3;22;25;22;629;752;4080;100000
235731;2023-09-22T21:42;3;4;4;24;667;723;4280;101900
235732;2023-09-22T21:57;11;7;19;17;779;937;7580;104850
235733;2023-09-22T22:12;4;24;17;20;776;919;6220;106640
235734;2023-09-22T22:27;4;5;3;6;849;967;8380;109610
235735;2023-09-22T22:42;4;26;2;4;759;880;6340;110900
235736;2023-09-22T22:57;26;16;9;4;892;1043;123790;116970
235737;2023-09-22T23:12;18;8;11;19;723;1033;8080;100000
235738;2023-09-22T23:27;9;24;8;5;681;801;7120;100000
235739;2023-09-22T23:42;26;10;24;18;596;847;5920;100000
235740;2023-09-22T23:57;26;16;15;26;564;704;3860;100000
235741;2023-09-23T00:12;6;4;1;11;475;592;3720;100000
235742;2023-09-23T00:27;9;14;17;7;485;667;5000;100000
235743;2023-09-23T00:42;15;3;17;9;397;542;4560;100000
235744;2023-09-23T00:57;17;23;2;18;306;385;1840;100000
235745;2023-09-23T01:12;25;1;19;24;327;393;2480;100000
235746;2023-09-23T01:27;4;12;8;17;312;422;2840;100000
235747;2023-09-23T01:42;19;10;25;1;289;388;2180;100000
235748;2023-09-23T01:57;19;1;12;13;204;266;1240;100000
235749;2023-09-23T02:12;5;20;24;22;249;276;1340;100000
235750;2023-09-23T02:27;22;13;16;24;232;298;1300;100000
235751;2023-09-23T02:42;10;26;21;15;249;311;1920;100000
235752;2023-09-23T02:57;16;5;13;3;216;358;2580;100000
235753;2023-09-23T03:12;19;13;24;20;207;220;1280;100000
235754;2023-09-23T03:27;12;20;11;6;253;291;1640;100000
235755;2023-09-23T03:42;20;17;12;22;211;219;1100;100000
235756;2023-09-23T03:57;18;11;14;4;228;268;2580;100000
235757;2023-09-23T04:12;26;13;16;9;240;275;2340;100000
235758;2023-09-23T04:27;6;18;12;21;208;220;1260;100000
235759;2023-09-23T04:42;17;12;2;12;349;602;3940;100000
235760;2023-09-23T04:57;23;24;4;13;298;421;3920;100000
235761;2023-09-23T05:12;13;10;13;8;258;344;3920;100000
235762;2023-09-23T05:27;8;20;9;3;281;318;2180;100000
235763;2023-09-23T05:42;9;23;7;24;272;374;3260;100000
235764;2023-09-23T05:57;7;19;2;1;287;341;1920;100000
235765;2023-09-23T06:12;7;6;12;5;351;379;2400;100000
235766;2023-09-23T06:27;2;1;18;7;334;372;1700;100000
235767;2023-09-23T06:42;10;21;19;17;430;470;2540;100000
235768;2023-09-23T06:57;14;24;25;8;458;514;4180;100000
235769;2023-09-23T07:12;22;13;14;26;454;484;3440;100000
235770;2023-09-23T07:27;1;22;23;15;453;539;2880;100000
235771;2023-09-23T07:42;6;9;22;14;478;600;4800;100000
235772;2023-09-23T07:57;24;18;21;5;503;600;2700;100000
235773;2023-09-23T08:12;17;16;4;21;620;708;4020;100000
235774;2023-09-23T08:27;17;1;12;8;683;812;4580;100000
235775;2023-09-23T08:42;6;8;15;9;590;766;9300;100000
235776;2023-09-23T08:57;18;21;21;23;618;745;4280;100000
235777;2023-09-23T09:12;20;9;16;14;615;736;5320;100000
235778;2023-09-23T09:27;13;4;22;3;636;865;5920;100000
235779;2023-09-23T09:42;5;9;21;14;737;972;6520;100000
235780;2023-09-23T09:57;26;23;5;9;714;942;5980;100000
235781;2023-09-23T10:12;23;10;9;14;695;830;6700;100000
235782;2023-09-23T10:27;22;26;16;25;798;1009;5760;100000
235783;2023-09-23T10:42;19;21;17;1;991;1437;7440;100000
235784;2023-09-23T10:57;25;6;6;16;1095;1559;8840;100000
235785;2023-09-23T11:12;2;15;22;15;1180;1625;8780;100000
235786;2023-09-23T11:27;18;12;8;5;1187;1744;16140;100000
235787;2023-09-23T11:42;16;4;11;10;1048;1359;9760;100000
235788;2023-09-23T11:57;25;11;24;4;1200;1520;8280;103130
235789;2023-09-23T12:12;25;15;10;4;1193;1876;11040;110050
235790;2023-09-23T12:27;23;20;10;18;1100;1424;11160;117770
235791;2023-09-23T12:42;4;17;14;9;1168;1643;12680;120850
235792;2023-09-23T12:57;4;8;23;24;1089;1416;9940;124600
235793;2023-09-23T13:12;13;22;25;6;1107;1481;9900;128820
235794;2023-09-23T13:27;8;10;3;13;1095;1380;11880;133730
235795;2023-09-23T13:42;25;15;11;14;1331;1586;10680;135650
235796;2023-09-23T13:57;23;10;13;12;1239;1709;12160;140830
235797;2023-09-23T14:12;6;17;21;26;1202;1582;8900;145760
235798;2023-09-23T14:27;17;5;26;13;1194;1478;11980;152680
235799;2023-09-23T14:42;25;18;24;8;1214;1474;8480;155480
235800;2023-09-23T14:57;11;16;1;3;1226;1584;11900;161740
235801;2023-09-23T15:12;14;8;2;17;1234;1517;180850;170910
235802;2023-09-23T15:27;7;4;12;3;858;1096;6940;100000
235803;2023-09-23T15:42;23;4;7;6;877;1195;7540;100000
235804;2023-09-23T15:57;5;25;19;8;1058;1411;8440;100000
235805;2023-09-23T16:12;26;9;11;19;930;1189;8760;100000
235806;2023-09-23T17:12;19;17;26;13;2370;3006;21640;100000
235807;2023-09-23T17:27;9;5;11;19;1084;1504;9760;100000
235808;2023-09-23T17:42;1;3;18;11;830;1025;5360;100000
235809;2023-09-23T17:57;3;25;20;16;853;1183;7400;100000
235810;2023-09-23T18:12;20;26;2;15;858;1129;7580;100000
235811;2023-09-23T18:57;17;6;23;18;1583;1966;22640;100000
235812;2023-09-23T19:12;15;20;11;1;729;862;8840;100000
235813;2023-09-23T19:27;4;19;19;9;753;1034;9220;100000
235814;2023-09-23T19:42;15;3;23;25;767;1140;6420;100000
235815;2023-09-23T19:57;19;12;17;21;761;983;7560;100000
235816;2023-09-23T20:12;3;19;18;3;770;1250;7600;100000
235817;2023-09-23T20:27;6;8;5;26;773;1532;10380;100000
235818;2023-09-23T20:42;12;9;23;9;727;1441;11520;100000
235819;2023-09-23T20:57;3;22;6;4;714;940;4900;100000
235820;2023-09-23T21:12;2;26;11;22;543;590;3880;100000
235821;2023-09-23T21:27;16;25;9;23;706;765;5120;100000
235822;2023-09-23T21:42;16;18;10;3;681;835;10600;100000
235823;2023-09-23T21:57;20;7;5;3;761;980;8520;100000
235824;2023-09-23T22:12;14;7;12;1;626;838;4580;100000
235825;2023-09-23T22:27;23;25;2;3;735;815;4460;100000
235826;2023-09-23T22:42;1;12;3;10;585;701;4260;100000
235827;2023-09-23T22:57;6;12;21;2;657;833;6940;100000
235828;2023-09-23T23:12;13;9;5;26;537;668;4860;100000
235829;2023-09-23T23:27;8;15;11;18;510;622;7820;100000
235830;2023-09-23T23:42;11;22;20;26;539;652;3640;100000
235831;2023-09-23T23:57;24;12;18;21;465;580;4520;100000
235832;2023-09-24T00:12;5;24;26;7;385;568;4580;100000
235833;2023-09-24T00:27;25;7;21;5;392;425;2780;100000
235834;2023-09-24T00:42;4;17;23;20;428;463;3960;100000
235835;2023-09-24T00:57;13;19;24;11;365;456;3060;100000
235836;2023-09-24T01:12;15;16;23;14;463;567;4080;100000
235837;2023-09-24T01:27;2;18;23;7;250;325;1980;100000
235838;2023-09-24T01:42;24;13;6;21;230;289;2060;100000
235839;2023-09-24T01:57;3;1;14;26;216;289;3440;100000
235840;2023-09-24T02:12;4;12;10;26;329;395;2000;100000
235841;2023-09-24T02:27;8;21;17;10;229;317;3060;100000
235842;2023-09-24T02:42;14;26;16;17;195;250;1440;100000
235843;2023-09-24T02:57;11;26;14;25;174;202;1000;100000
235844;2023-09-24T03:12;2;21;19;8;239;294;2360;100000
235845;2023-09-24T03:27;19;9;2;21;198;234;1840;100000
235846;2023-09-24T03:42;25;19;1;17;194;239;1260;100000
235847;2023-09-24T03:57;10;25;13;14;208;232;1260;100180
235848;2023-09-24T04:12;17;16;25;2;225;266;1640;101240
235849;2023-09-24T04:27;26;19;16;4;249;324;1520;102260
235850;2023-09-24T04:42;25;22;2;17;225;277;1200;103980
235851;2023-09-24T04:57;24;11;9;17;253;353;2260;105550
235852;2023-09-24T05:12;26;24;15;17;208;456;4320;106820
235853;2023-09-24T05:27;7;22;23;7;306;321;1840;107060
235854;2023-09-24T05:42;11;21;9;24;359;428;112710;108710
235855;2023-09-24T05:57;18;6;18;10;291;957;1720;100000
235856;2023-09-24T06:12;25;16;22;19;333;434;3740;100000
235857;2023-09-24T06:27;10;22;5;9;307;411;2300;100000
235858;2023-09-24T06:42;9;13;11;9;342;373;2380;100000
235859;2023-09-24T06:57;6;20;13;3;407;487;3120;100000
235860;2023-09-24T07:12;20;21;14;4;370;442;2300;100000
235861;2023-09-24T07:27;21;3;24;21;364;541;4100;100000
235862;2023-09-24T07:42;16;6;11;8;457;768;6460;100000
235863;2023-09-24T07:57;19;5;5;23;494;659;3480;100000
235864;2023-09-24T08:12;15;7;10;7;547;689;7240;100000
235865;2023-09-24T08:27;18;7;8;5;720;891;5860;100000
235866;2023-09-24T08:42;10;6;23;5;693;908;5460;100000
235867;2023-09-24T08:57;16;8;6;8;560;1043;9400;100000
